City,Lat,Lng,Max Temp,Humidity,Clouds,Wind Speed,Country,Date
Staroshcherbinovskaya,46.63,38.67,22.89,85,7,23.09,RU,1607305599
Saint Anthony,45.02,-93.22,35.01,86,90,4.7,US,1607305599
Vangaindrano,-23.35,47.6,70.61,93,72,3.04,MG,1607305599
Celestún,20.87,-90.4,76.05,89,0,6.62,MX,1607305599
Nsanje,-16.92,35.26,76.05,88,100,3.85,MW,1607305599
Dangara,29.68,75.89,61.7,49,0,4.56,IN,1607305599
Sherlovaya Gora,50.57,116.25,4.8,88,0,13.44,RU,1607305599
Río Gallegos,-51.62,-69.22,64.4,45,0,9.17,AR,1607305487
Aplahoué,6.93,1.68,75.02,91,0,3.89,BJ,1607305600
Manokwari,-0.87,134.08,83.59,73,100,4.09,ID,1607305600
Coyhaique,-45.58,-72.07,68.0,45,90,4.7,CL,1607305600
Atasū,48.68,71.64,6.75,93,48,8.41,KZ,1607305600
Atbasar,51.8,68.33,-3.57,89,64,3.31,KZ,1607305600
Ribeira Grande,38.52,-28.7,60.44,64,91,3.96,PT,1607305600
Guerrero Negro,27.98,-114.06,61.88,59,82,6.38,MX,1607305027
Oddur,4.12,43.89,71.53,79,0,12.68,SO,1607305600
Auki,-8.77,160.7,84.09,77,88,1.48,SB,1607305600
Bo Phloi,14.32,99.52,74.08,65,4,9.28,TH,1607305600
Otane,-39.88,176.63,73.99,65,38,8.99,NZ,1607305600
Byron Bay,-28.65,153.62,86.0,65,75,10.29,AU,1607305601
Ostrołęka,53.09,21.58,36.0,66,100,8.99,PL,1607305601
Urusha,54.05,122.9,-0.35,87,100,1.12,RU,1607305601
Kieta,-6.22,155.63,85.57,67,53,4.59,PG,1607305601
Lima,-12.04,-77.03,66.2,82,40,12.75,PE,1607305395
Touros,-5.2,-35.46,78.8,83,40,6.93,BR,1607305601
Arrondissement de Saint-Denis,48.92,2.33,37.0,82,91,2.24,FR,1607305601
Makokou,0.57,12.86,68.74,97,14,2.33,GA,1607305601
Phalaborwa,-23.94,31.14,69.8,100,21,2.24,ZA,1607305601
Latur,18.4,76.58,61.75,56,2,3.96,IN,1607305356
Southbridge,42.08,-72.03,30.0,61,0,11.16,US,1607305601
Maralal,1.1,36.7,56.39,89,0,3.44,KE,1607305601
Kushmurun,52.45,64.63,2.98,92,0,8.19,KZ,1607305601
Tucumã,-0.18,-50.05,78.12,84,42,6.31,BR,1607305602
Kuala Selangor,3.35,101.25,88.0,78,20,4.7,MY,1607305602
Norman Wells,65.28,-126.83,1.4,84,90,2.24,CA,1607305545
Ilorin,8.5,4.55,75.52,79,3,6.69,NG,1607305602
Nangomba,-10.9,38.5,73.15,83,9,3.06,TZ,1607305602
Ürümqi,43.8,87.6,10.4,85,75,2.24,CN,1607305602
Nouadhibou,20.93,-17.03,64.4,77,84,21.92,MR,1607305602
Samarai,-10.62,150.67,85.55,71,74,12.21,PG,1607305602
Nizhniy Baskunchak,48.22,46.83,13.3,87,0,12.17,RU,1607305603
Pueblo Rico,5.24,-76.04,65.44,87,100,1.54,CO,1607305603
Harper,4.38,-7.72,78.1,80,1,4.25,LR,1607305603
Powassan,46.03,-79.35,18.0,85,20,5.82,CA,1607305603
Tiksi,71.69,128.87,-13.7,89,100,3.09,RU,1607305603
East London,-33.02,27.91,70.41,91,100,17.92,ZA,1607305603
Bambous Virieux,-20.34,57.76,77.0,83,20,8.05,MU,1607305603
Ambilobe,-13.2,49.05,74.17,83,38,3.2,MG,1607305603
Zhigalovo,54.81,105.16,10.8,92,100,7.16,RU,1607305603
Boddam,57.47,-1.78,37.4,100,75,3.36,GB,1607305603
Kapit,2.02,112.93,81.81,80,100,1.61,MY,1607305573
Maceió,-9.67,-35.74,73.4,88,20,2.24,BR,1607305603
Nísia Floresta,-6.09,-35.21,80.6,78,40,12.75,BR,1607305575
Quesnel,53.0,-122.5,42.8,56,90,8.05,CA,1607305451
Shenjiamen,29.96,122.3,57.83,74,100,12.59,CN,1607305604
North Bend,43.41,-124.22,50.0,93,1,5.82,US,1607305604
Callaway,30.15,-85.57,59.0,71,75,5.82,US,1607305604
Olavarría,-36.89,-60.32,64.99,52,0,3.0,AR,1607305604
Longyan,25.11,117.02,66.0,60,0,5.99,CN,1607305604
Marsá Maţrūḩ,31.35,27.25,59.0,41,0,9.17,EG,1607305604
Benguela,-12.58,13.41,73.76,83,86,2.91,AO,1607305604
Vila do Maio,15.13,-23.22,74.88,75,99,15.61,CV,1607305604
Srednekolymsk,67.45,153.68,-23.67,86,100,2.26,RU,1607305604
Xai-Xai,-25.05,33.64,70.02,90,27,7.23,MZ,1607305605
Phalombe,-15.81,35.65,68.74,92,44,3.13,MW,1607305605
Chitipa,-9.7,33.27,66.72,73,45,3.69,MW,1607305605
Livingston,55.9,-3.52,35.01,91,90,2.62,GB,1607305605
Awjilah,29.11,21.29,60.51,65,94,16.44,LY,1607305605
Luena,-11.78,19.92,61.12,98,99,4.21,AO,1607305605
Anda,46.4,125.32,14.0,83,0,9.91,CN,1607305605
Onega,63.91,38.14,34.38,90,100,10.09,RU,1607305605
Half Moon Bay,37.46,-122.43,57.2,87,20,6.93,US,1607305496
Tuy Hoa,13.08,109.3,73.04,91,100,11.59,VN,1607305605
Zyryanka,65.75,150.85,-27.18,86,73,2.55,RU,1607305605
Kupang,-10.17,123.58,80.6,94,75,2.24,ID,1607305577
Dubai,25.26,55.3,77.0,73,40,14.99,AE,1607305606
Padang,-0.95,100.35,83.77,63,100,1.81,ID,1607305606
Mandalgovi,45.76,106.27,-2.22,83,0,14.12,MN,1607305606
Flin Flon,54.77,-101.86,23.38,97,5,5.03,CA,1607305606
Guozhen,34.37,107.36,36.73,72,100,2.33,CN,1607305606
Tambacounda,13.75,-13.76,75.51,35,0,8.79,SN,1607305338
Rawson,-43.3,-65.1,84.38,19,56,22.28,AR,1607305606
Olinda,-8.01,-34.86,78.8,69,40,9.17,BR,1607305606
Mahibadhoo,3.78,72.97,81.99,77,97,9.86,MV,1607305606
Cerrito,6.84,-72.69,51.19,86,77,2.8,CO,1607305607
Kahului,20.89,-156.47,86.0,51,40,11.41,US,1607305471
Lorengau,-2.02,147.27,86.72,62,100,7.58,PG,1607305607
Vilcún,-38.65,-72.23,51.8,93,0,5.82,CL,1607305607
Korla,41.76,86.15,24.49,86,84,1.01,CN,1607305607
Tazovsky,67.47,78.7,18.57,98,97,2.06,RU,1607305607
Chilliwack,49.17,-121.94,44.01,93,100,2.24,CA,1607305504
Nevesinje,43.26,18.11,53.6,71,90,6.93,BA,1607305607
Alamosa,37.47,-105.87,30.2,42,1,4.7,US,1607305607
Raudeberg,61.99,5.14,37.4,67,100,6.93,NO,1607305607
Trairi,-3.28,-39.27,80.15,78,100,10.07,BR,1607305486
Nyurba,63.28,118.33,-11.11,88,60,6.85,RU,1607305607
Petropavlovsk-Kamchatskiy,53.05,158.65,10.4,78,20,6.71,RU,1607305607
Rockland,41.17,-74.05,34.0,71,0,12.1,US,1607305608
Mizque,-17.94,-65.34,60.33,70,100,4.34,BO,1607305608
Vilyuysk,63.76,121.62,-7.76,90,100,6.89,RU,1607305608
Nevşehir,38.92,34.67,32.0,87,0,12.75,TR,1607305473
Talara,-4.58,-81.27,67.98,86,100,13.35,PE,1607305430
Ngunguru,-35.62,174.5,79.0,66,97,7.0,NZ,1607305608
Krasnosel'kup,65.7,82.47,16.05,97,100,12.97,RU,1607305608
Tual,-5.67,132.75,84.76,67,71,0.76,ID,1607305608
São Miguel do Araguaia,-13.28,-50.16,74.62,80,100,4.29,BR,1607305557
Esim,4.87,-2.24,78.75,84,0,6.67,GH,1607305608
Santa Rosa,14.31,121.11,82.4,78,75,6.93,PH,1607305608
Sovetskiy,61.36,63.58,22.14,94,97,9.31,RU,1607305608
Sangolquí,-0.33,-78.45,57.2,87,40,10.29,EC,1607305608
Porto-Novo,6.5,2.6,82.4,88,20,12.75,BJ,1607305477
Katsuura,35.13,140.3,57.0,62,20,4.7,JP,1607305332
Bilibino,68.05,166.44,-1.17,89,45,3.47,RU,1607305609
Ankara,39.92,32.85,39.0,92,0,1.54,TR,1607305341
Am Timan,11.03,20.28,70.0,26,27,5.32,TD,1607305609
Zhigansk,66.77,123.37,-10.23,89,100,14.97,RU,1607305609
Kutum,14.2,24.67,61.02,32,18,6.91,SD,1607305609
San Miguel de Tucumán,-26.82,-65.22,69.8,73,0,0.98,AR,1607305525
Black River,18.03,-77.85,80.6,78,20,3.36,JM,1607305609
Bulungu,-4.55,18.6,68.61,96,10,1.54,CD,1607305609
Pimentel,-6.84,-79.93,67.1,85,100,14.09,PE,1607305609
Pocinhos,-7.08,-36.06,73.4,88,40,14.99,BR,1607305609
Santa Fe,-31.63,-60.7,66.99,65,6,1.99,AR,1607305609
São Filipe,14.9,-24.5,75.85,74,88,12.55,CV,1607305610
Aklavik,68.22,-135.01,-2.2,77,100,1.66,CA,1607305610
Mumford,5.26,-0.76,79.21,84,0,8.75,GH,1607305610
Atikokan,48.76,-91.62,25.54,96,100,3.71,CA,1607305610
Falmouth,50.15,-5.07,37.4,93,100,9.17,GB,1607305610
Kimbe,-5.55,150.14,89.44,56,99,5.39,PG,1607305610
Kenitra,34.26,-6.58,53.6,93,90,8.05,MA,1607305610
Bama,11.52,13.69,68.61,27,99,2.89,NG,1607305610
Aksarka,66.56,67.8,28.09,95,2,19.98,RU,1607305610
Valparaíso,-33.04,-71.63,53.6,93,90,2.24,CL,1607305610
Port Augusta,-32.5,137.77,68.0,40,90,17.22,AU,1607305610
Bambanglipuro,-7.95,110.28,83.08,76,99,9.53,ID,1607305610
Pundaguitan,6.37,126.17,83.68,72,68,4.81,PH,1607305612
Fallon,39.47,-118.78,42.8,35,20,5.82,US,1607305612
Grand Gaube,-20.01,57.66,77.0,81,3,3.0,MU,1607305612
Deputatsky,69.3,139.9,-29.4,83,35,0.74,RU,1607305612
Fukuechō,32.69,128.84,57.2,62,75,11.41,JP,1607305612
Arica,-18.48,-70.3,66.2,72,0,4.7,CL,1607305530
Bayjī,34.93,43.49,50.99,48,0,6.78,IQ,1607305612
Guarapari,-20.67,-40.5,77.0,83,40,9.17,BR,1607305612
Tautira,-17.73,-149.15,80.6,78,90,8.05,PF,1607305612
Hambantota,6.12,81.12,71.6,100,20,2.24,LK,1607305612
Nishihara,26.18,127.76,73.4,100,90,8.05,JP,1607305612
Iquique,-20.22,-70.14,68.0,68,75,12.75,CL,1607305428
Topolëvo,48.5,135.2,14.0,66,0,13.42,RU,1607305612
Khipro,25.83,69.38,65.66,46,0,3.04,PK,1607305612
Estevan,49.13,-102.98,34.0,86,1,9.17,CA,1607305612
Saint-Pierre,-21.34,55.48,75.2,73,20,5.82,RE,1607305613
Mount Vernon,40.91,-73.84,35.6,51,1,8.05,US,1607305613
Minas,-34.38,-55.24,60.8,77,0,13.87,UY,1607305346
Fuxin,42.02,121.66,17.38,76,0,11.12,CN,1607305613
Tura,25.52,90.22,65.73,75,0,2.04,IN,1607305613
Cayenne,4.93,-52.33,77.0,100,0,8.5,GF,1607305559
Cascais,38.7,-9.42,59.0,100,42,17.49,PT,1607305352
Huejuquilla el Alto,22.6,-103.87,51.06,60,42,2.8,MX,1607305613
Khandyga,62.67,135.6,-16.1,86,100,4.47,RU,1607305613
Nouakchott,18.09,-15.98,64.4,48,0,11.41,MR,1607305465
Lobito,-12.35,13.55,74.05,85,85,4.32,AO,1607305613
Belém de São Francisco,-8.75,-38.97,79.54,60,8,22.68,BR,1607305613
Lavrentiya,65.58,-171.0,15.31,93,6,10.74,RU,1607305614
Pozo Colorado,-23.49,-58.8,70.12,57,31,4.25,PY,1607305614
Stornoway,58.21,-6.39,37.99,79,1,2.24,GB,1607305614
Gaspé,48.83,-64.48,35.6,93,90,10.29,CA,1607305353
Santa Helena de Goiás,-17.81,-50.6,72.1,79,100,6.4,BR,1607305614
Vryburg,-26.96,24.73,69.69,49,50,12.24,ZA,1607305614
Valle de Allende,26.93,-105.4,42.06,59,0,5.37,MX,1607305614
Pogranichnyy,44.41,131.38,20.19,85,0,12.73,RU,1607305614
Broken Hill,-31.95,141.43,69.8,32,40,19.46,AU,1607305614
Leningradskiy,69.38,178.42,12.52,88,96,1.54,RU,1607305614
Emba,48.83,58.14,2.5,89,0,5.3,KZ,1607305614
Dzhebariki-Khaya,62.22,135.8,-14.48,86,100,2.57,RU,1607305614
Okha,53.57,142.95,9.77,89,37,14.12,RU,1607305615
Voi,-3.39,38.56,70.39,92,19,3.69,KE,1607305568
Moanda,-1.56,13.22,69.6,91,100,1.86,GA,1607305615
Vostok,46.49,135.88,10.83,94,99,6.17,RU,1607305615
Lhokseumawe,5.18,97.15,79.88,80,100,4.09,ID,1607305615
Turukhansk,65.82,87.98,9.63,96,100,12.82,RU,1607305615
